2021-06-20T23:36:50.661Z|babb70b97d1dff6|UNKNOWN|UNKNOWN|anonymous|jfrou@01f8nwh7v6t8742tsjn8gp75aj|C|TKN|{"added":{"owner":"jfrou@01f8nwh7v6t8742tsjn8gp75aj","created":"1624232210583","subject":"jfrou@01f8nwh7v6t8742tsjn8gp75aj","scope":"admin","id":"a116105b-ba1f-4a33-bfb7-4226b7ae0e94","type":"generic"}}
2021-06-21T00:03:58.408Z|7c79088dd2e086c8|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624233838407","expirationTime":"1624234438407","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"b5f5f4fc-b704-46a7-82df-657e1f913a92","type":"generic","username":"admin"}}
2021-06-21T00:03:58.868Z|37d6bdaff75131ce|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624233838864","expirationTime":"1624234438864","subject":"jffe@000/users/admin","scope":"applied-permissions/user","id":"61841ca9-82ef-4ce0-a89a-5e1a1d47ae82","type":"generic","username":"admin"}}
2021-06-21T00:06:54.397Z|417b51bf46c7dd0|UNKNOWN|UNKNOWN|admin|jfac@01f8nwh1yrag8q1qnmzprd126q:5bc383ff-c1ff-40f8-9e80-d30478e185a6|U|PRM|{"added":{"actions.MavenOnlyGroup(GROUP):ANNOTATE":"MavenOnlyGroup(GROUP):ANNOTATE","actions.MavenOnlyGroup(GROUP):DELETE":"MavenOnlyGroup(GROUP):DELETE","actions.MavenOnlyGroup(GROUP):MANAGE":"MavenOnlyGroup(GROUP):MANAGE","actions.MavenOnlyGroup(GROUP):DEPLOY":"MavenOnlyGroup(GROUP):DEPLOY"}}
2021-06-21T00:07:16.933Z|63d193302397e59a|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|D|TKN|{"removed":{"owner":"jffe@000","created":"1624233838311","expirationTime":"1624235638311","subject":"jffe@000/users/admin","scope":"HASHED:69c537d45f36a316ac544a2b6271540eb3e94abefcdbeef93d300f9ccea7c38e","id":"7f4b30c9-3096-43ea-8158-54b31db45e54","type":"session","username":"admin"}}
2021-06-21T00:07:18.543Z|3ee3b661a3d39a8d|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1624234038539","expirationTime":"1624234638540","subject":"jffe@000/users/jffe@000","scope":"applied-permissions/admin api:*","id":"851ecf55-419c-47e7-9e35-31fa2787df47","type":"generic","username":"jffe@000"}}
2021-06-21T00:07:18.544Z|4d5e34bcf4675ff4|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1624234038538","expirationTime":"1624234638539","subject":"jffe@000/users/jffe@000","scope":"applied-permissions/admin api:*","id":"d747353d-8b48-460c-aa2a-5c8bf92ebcc1","type":"generic","username":"jffe@000"}}
2021-06-21T00:07:18.546Z|5a164aebb018795b|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1624234038538","expirationTime":"1624234638539","subject":"jffe@000/users/jffe@000","scope":"applied-permissions/admin api:*","id":"5ed5f96e-c880-4488-bcf7-70aad5cc333f","type":"generic","username":"jffe@000"}}
2021-06-21T00:07:26.536Z|4e5c3945b8831416|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234046533","expirationTime":"1624235846534","subject":"jffe@000/users/maven","scope":"applied-permissions/user","id":"a25cde15-0083-4239-8a2f-a7020229feb5","type":"session","username":"maven"}}
2021-06-21T00:07:26.614Z|756515fa044532ca|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234046613","expirationTime":"1624234646613","subject":"jffe@000/users/maven","scope":"applied-permissions/user api:*","id":"45318e0b-548f-4531-b7f3-8e32795e7e29","type":"generic","username":"maven"}}
2021-06-21T00:07:26.983Z|30125a2575aadfe4|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234046981","expirationTime":"1624234646981","subject":"jffe@000/users/maven","scope":"applied-permissions/user","id":"117270c1-10e8-4c88-a207-3227f811e370","type":"generic","username":"maven"}}
2021-06-21T00:07:27.161Z|2e6c2cc497ef5de9|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234047158","expirationTime":"1624234647159","subject":"jffe@000/users/maven","scope":"applied-permissions/user","id":"d0ec6c7c-1e5c-49ce-9416-67789b032964","type":"generic","username":"maven"}}
2021-06-21T00:09:24.301Z|470893f59e69575|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|D|TKN|{"removed":{"owner":"jffe@000","created":"1624234046533","expirationTime":"1624235846534","subject":"jffe@000/users/maven","scope":"HASHED:69c537d45f36a316ac544a2b6271540eb3e94abefcdbeef93d300f9ccea7c38e","id":"a25cde15-0083-4239-8a2f-a7020229feb5","type":"session","username":"maven"}}
2021-06-21T00:09:30.206Z|624865cd714d413c|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234170201","expirationTime":"1624235970202","subject":"jffe@000/users/admin","scope":"applied-permissions/user","id":"72a1d3b3-3181-41a2-bc05-50f4a3a2659f","type":"session","username":"admin"}}
2021-06-21T00:09:30.284Z|430d477b6af000e1|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234170281","expirationTime":"1624234770282","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"35780f94-fd02-4cdc-a11c-52be9334e8af","type":"generic","username":"admin"}}
2021-06-21T00:09:30.300Z|2fa5969bc79cc56e|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234170298","expirationTime":"1624234770298","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"a1b8e51a-b497-46b6-a337-b4f94c8ae621","type":"generic","username":"admin"}}
2021-06-21T00:09:30.307Z|2fa5969bc79cc56e|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234170296","expirationTime":"1624234770302","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"e975ef3c-4048-44a3-aaca-5078aa92904a","type":"generic","username":"admin"}}
2021-06-21T00:09:30.623Z|fc46c233eef86d6|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234170621","expirationTime":"1624234770621","subject":"jffe@000/users/admin","scope":"applied-permissions/user","id":"db276cdb-13f0-45b9-bd1c-27e823b3eb67","type":"generic","username":"admin"}}
2021-06-21T00:10:01.350Z|62e61f83ec3d41a6|192.168.44.1|admin|jfrt@01f8nwhqzx1mr613fq7fnd0yns|readers|U|GRP|{}
2021-06-21T00:10:01.391Z|62e61f83ec3d41a6|192.168.44.1|admin|jfrt@01f8nwhqzx1mr613fq7fnd0yns|maven|U|USR|{"removed":{"groups.readers":"UserGroupImpl(name=readers, realm=internal)"}}
2021-06-21T00:10:05.028Z|14034e6a2b4f06c3|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|D|TKN|{"removed":{"owner":"jffe@000","created":"1624234170201","expirationTime":"1624235970202","subject":"jffe@000/users/admin","scope":"HASHED:69c537d45f36a316ac544a2b6271540eb3e94abefcdbeef93d300f9ccea7c38e","id":"72a1d3b3-3181-41a2-bc05-50f4a3a2659f","type":"session","username":"admin"}}
2021-06-21T00:10:13.457Z|590a54d41718af74|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234213453","expirationTime":"1624236013453","subject":"jffe@000/users/maven","scope":"applied-permissions/user","id":"b1950ebf-b275-41b9-94ea-71658861fdb2","type":"session","username":"maven"}}
2021-06-21T00:10:13.529Z|70dc95e09b7293ee|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234213527","expirationTime":"1624234813528","subject":"jffe@000/users/maven","scope":"applied-permissions/user api:*","id":"c7712d32-3076-4397-8453-3a005ddbf3f2","type":"generic","username":"maven"}}
2021-06-21T00:10:13.851Z|769554985a56e780|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234213846","expirationTime":"1624234813847","subject":"jffe@000/users/maven","scope":"applied-permissions/user","id":"d0f0f6b7-8d7d-460f-a630-45c167a8cea1","type":"generic","username":"maven"}}
2021-06-21T00:10:14.026Z|3885a84182655385|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|C|TKN|{"added":{"owner":"jffe@000","created":"1624234214025","expirationTime":"1624234814025","subject":"jffe@000/users/maven","scope":"applied-permissions/user","id":"9eb0f452-a9a0-43e6-8302-d98d18da174f","type":"generic","username":"maven"}}
2021-06-21T00:10:21.468Z|2d47d9047c10c6e8|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/maven|D|TKN|{"removed":{"owner":"jffe@000","created":"1624234213453","expirationTime":"1624236013453","subject":"jffe@000/users/maven","scope":"HASHED:69c537d45f36a316ac544a2b6271540eb3e94abefcdbeef93d300f9ccea7c38e","id":"b1950ebf-b275-41b9-94ea-71658861fdb2","type":"session","username":"maven"}}
2021-06-21T00:10:27.701Z|6e015d5e2196c737|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234227698","expirationTime":"1624236027699","subject":"jffe@000/users/admin","scope":"applied-permissions/user","id":"896e438c-a163-4aac-aa63-40e5fa8b965a","type":"session","username":"admin"}}
2021-06-21T00:10:27.786Z|4c4a32eb1ed8bf6e|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234227784","expirationTime":"1624234827784","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"0dbe5f26-608d-4324-98a7-49e0477f85ac","type":"generic","username":"admin"}}
2021-06-21T00:10:27.792Z|4c4a32eb1ed8bf6e|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234227784","expirationTime":"1624234827784","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"c6177ba1-57c3-413f-ae3f-9d303d55f901","type":"generic","username":"admin"}}
2021-06-21T00:10:27.793Z|ae3ad5468a35da3|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234227785","expirationTime":"1624234827785","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"58bdcefe-13c2-4a80-bb19-0586871655aa","type":"generic","username":"admin"}}
2021-06-21T00:10:28.169Z|6b05cb99ca19a757|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234228167","expirationTime":"1624234828167","subject":"jffe@000/users/admin","scope":"applied-permissions/user","id":"8d18f97b-9813-480d-907c-c8a78a987ff2","type":"generic","username":"admin"}}
2021-06-21T00:17:18.609Z|70b59198df2f318b|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1624234638607","expirationTime":"1624235238608","subject":"jffe@000/users/jffe@000","scope":"applied-permissions/admin api:*","id":"0305ef0c-5115-4f35-ba86-bc10c40a1517","type":"generic","username":"jffe@000"}}
2021-06-21T00:17:18.610Z|3404ae19acfd7efd|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1624234638609","expirationTime":"1624235238609","subject":"jffe@000/users/jffe@000","scope":"applied-permissions/admin api:*","id":"1ef07774-24cf-492c-a7d8-1c78018c6127","type":"generic","username":"jffe@000"}}
2021-06-21T00:17:18.613Z|33f91f322b361372|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/jffe@000|C|TKN|{"added":{"owner":"jffe@000","created":"1624234638611","expirationTime":"1624235238612","subject":"jffe@000/users/jffe@000","scope":"applied-permissions/admin api:*","id":"07ec5d78-d486-4d0a-9986-e1dfed00c041","type":"generic","username":"jffe@000"}}
2021-06-21T00:20:27.449Z|42da72b17efacb6b|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234827448","expirationTime":"1624235427448","subject":"jffe@000/users/admin","scope":"applied-permissions/user api:*","id":"2ec5f4e2-bf8b-4626-997b-aa2c606653a5","type":"generic","username":"admin"}}
2021-06-21T00:21:25.690Z|3efb1e387b12b0cb|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|D|TKN|{"removed":{"owner":"jffe@000","created":"1624234227698","expirationTime":"1624236027699","subject":"jffe@000/users/admin","scope":"HASHED:69c537d45f36a316ac544a2b6271540eb3e94abefcdbeef93d300f9ccea7c38e","id":"896e438c-a163-4aac-aa63-40e5fa8b965a","type":"session","username":"admin"}}
2021-06-21T00:21:25.691Z|3efb1e387b12b0cb|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234885675","expirationTime":"1624236685676","subject":"jffe@000/users/admin","scope":"applied-permissions/user","id":"069d5641-dbfb-4c99-a167-49fd16082642","type":"session","username":"admin"}}
2021-06-21T00:21:31.158Z|197590bfdbbcf090|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/anonymous|C|TKN|{"added":{"owner":"jffe@000","created":"1624234891157","expirationTime":"1624235491157","subject":"jffe@000/users/anonymous","scope":"applied-permissions/user api:*","id":"ddc7fa53-fe0d-48a6-9445-10d308d1ca8b","type":"generic","username":"anonymous"}}
2021-06-21T00:21:31.396Z|62e0e71c4e506a0|UNKNOWN|UNKNOWN|jffe@000|jffe@000/users/admin|C|TKN|{"added":{"owner":"jffe@000","created":"1624234891395","expirationTime":"1624235491395","subject":"jffe@000/users/admin","scope":"applied-permissions/user","id":"b6cc14c2-bd34-427f-a07d-5493b8fc3969","type":"generic","username":"admin"}}
